Crop_Type,Soil_Type,Soil_pH,Soil_Organic_Carbon,Total_Nitrogen,Available_Phosphorus,Available_Potassium,Bulk_Density,Rainfall,Temperature,Humidity,Wind_Speed,Evapotranspiration,Soil_Moisture_Level,Growth_Stage,Fertilizer_Type,Fertilizer_Treatment,Application_Rate,Application_Method,Coating_Type,Irrigation_Type,Water_Amount,Total_Fertilizer_Loss_kg_ha,Fertilizer_Loss_Percentage,Nitrogen_Loss,Phosphorus_Loss,Potassium_Loss
Citrus,Loamy,6.61,1.26,251.79,47.22,288.37,1.41,95.18,20.35,51.54,2.82,2.32,Low,Initial,PK,CF,106.62,Broadcast,Normal,Drip,58.12,56.42,52.92,28.21,16.93,11.28
Vegetable,Sandy,6.99,0.5,89.72,43.85,270.94,1.36,80.46,19.27,72.57,1.32,4.66,High,Late,NPK,OF,87.83,Broadcast,Controlled_Release,Flood,67.89,50.65,57.67,25.32,15.19,10.13
Citrus,Sandy,7.14,1.08,85.37,33.6,222.74,1.54,95.5,25.14,42.51,3.05,2.35,Medium,Late,NK,CF,154.04,Foliar,Controlled_Release,Drip,46.89,67.56,43.86,33.78,20.27,13.51
Wheat,Sandy,8.36,0.84,168.53,19.4,79.1,1.39,11.32,20.9,58.4,5.59,2.58,Low,Initial,NPK,OF,97.61,Foliar,Biochar,Flood,65.19,33.53,34.35,16.76,10.06,6.71
Citrus,Loamy,8.15,1.51,93.33,10.67,394.82,1.15,25.02,39.55,61.34,3.71,2.42,Low,Initial,NPK,CF,63.94,Foliar,Biochar,Drip,18.63,31.93,49.94,15.96,9.58,6.39
Wheat,Loamy,5.89,0.82,168.98,57.38,213.02,1.27,85.68,22.1,58.08,1.94,5.8,High,Mid,NK,OF,75.9,Drip,Biochar,Flood,22.16,48.36,63.72,24.18,14.51,9.67
Rice,Sandy,5.62,2.17,261.17,14.58,64.47,1.46,17.66,22.85,49.17,1.29,4.37,Medium,Mid,NK,CF,188.59,Foliar,Normal,Drip,13.65,53.44,28.34,26.72,16.03,10.69
Wheat,Loamy,7.54,2.27,174.98,32.75,170.14,1.31,90.1,18.9,46.54,0.64,7.25,Medium,Mid,PK,CF,197.55,Broadcast,Biochar,Flood,69.43,67.25,34.04,33.62,20.18,13.45
Wheat,Sandy,5.65,2.19,231.11,71.29,61.52,1.5,36.84,35.73,77.48,3.49,6.19,Low,Mid,NPK,CF,63.12,Foliar,Controlled_Release,Drip,44.89,39.04,61.85,19.52,11.71,7.81
Vegetable,Loamy,5.68,2.46,112.52,43.47,227.37,1.33,72.36,39.36,47,5.35,6.6,High,Mid,NK,OF,90.98,Drip,Normal,Sprinkler,48.51,45.6,50.12,22.8,13.68,9.12
Citrus,Clay,5.98,2.33,116.45,71.84,313.93,1.29,43.9,25.52,41.14,5.79,5.29,Low,Mid,NPK,OF,111.48,Broadcast,Controlled_Release,Sprinkler,62.78,36.59,32.82,18.3,10.98,7.32
Vegetable,Loamy,6.56,1.06,198.45,14.31,385.04,1.27,71.99,37.31,84.59,0.95,6.5,High,Late,PK,OF,95.82,Foliar,Biochar,Drip,29.85,52.61,54.91,26.3,15.78,10.52
Corn,Loamy,6.8,1.13,263.11,69.04,345.19,1.26,74.44,36.76,90.26,1.43,7.39,High,Late,PK,CF,74.26,Foliar,Biochar,Flood,40.59,49.33,66.43,24.66,14.8,9.87
Wheat,Loamy,7.06,1.57,182.78,75.2,144.9,1.34,52.09,32.11,68.27,0.68,6.54,Medium,Mid,PK,CF,104.6,Foliar,Controlled_Release,Drip,47.56,47.61,45.52,23.8,14.28,9.52
Corn,Sandy,8.48,1.27,99.57,73.95,171.46,1.4,111.54,35.18,46.23,4.84,3.93,Medium,Late,NK,OF,140.68,Drip,Biochar,Drip,66.49,66.32,47.14,33.16,19.9,13.26
Vegetable,Sandy,6.66,2.44,104.46,33.56,231.91,1.56,116.65,33.33,73.68,2.42,6.92,Medium,Initial,PK,CF,93.07,Drip,Normal,Drip,68.62,56.63,60.85,28.32,16.99,11.33
Citrus,Clay,6.23,1.18,204.25,16.66,289.76,1.47,108.7,31.97,59.53,2.23,5.42,Low,Mid,PK,OF,93.71,Broadcast,Biochar,Flood,42.85,58.32,62.23,29.16,17.5,11.66
Vegetable,Clay,7.23,1.98,75.85,74.06,307.72,1.21,88.2,20.97,53.06,2.79,3.36,Medium,Late,NPK,OF,70.07,Foliar,Normal,Drip,62.26,43.11,61.52,21.56,12.93,8.62
Citrus,Clay,6.15,1.65,66.37,21.02,347.35,1.33,14.82,29.13,87.9,2.23,3.62,Low,Initial,NK,CF,169.02,Drip,Normal,Flood,45.3,46.96,27.78,23.48,14.09,9.39
Citrus,Sandy,8.32,2.41,75.7,48.22,128.63,1.25,111.28,16.94,71.67,4.38,5.12,High,Mid,Urea,CF,120.18,Broadcast,Controlled_Release,Sprinkler,70.76,60.48,50.32,30.24,18.14,12.1
Rice,Clay,6.28,1.99,148.09,38.52,89.1,1.22,76.41,30.16,72.77,3.27,5.73,Low,Late,NPK,OF,173.57,Drip,Biochar,Drip,28.19,59.97,34.55,29.98,17.99,11.99
Wheat,Clay,8.47,1.11,138.59,77.05,112.15,1.43,11.72,31.46,81.28,3.93,5.33,High,Late,NPK,CF,148.65,Broadcast,Biochar,Flood,24.43,48.25,32.46,24.12,14.48,9.65
Vegetable,Loamy,6.76,0.89,50.54,39.12,380.19,1.16,79.47,35.03,44.55,2.58,4.46,Medium,Mid,NPK,CF,176.5,Drip,Normal,Flood,30.01,69.74,39.51,34.87,20.92,13.95
Citrus,Clay,7.94,2.21,90.42,35.92,96.33,1.11,42.61,27.67,67.98,2,3.81,Low,Mid,NPK,CF,98.68,Foliar,Controlled_Release,Sprinkler,74.6,37.44,37.94,18.72,11.23,7.49
Vegetable,Loamy,7.44,2.32,136.88,51.08,161.63,1.31,108.55,19.05,53.3,0.68,6.09,Low,Late,Urea,CF,128.5,Drip,Normal,Flood,68.08,57.88,45.04,28.94,17.36,11.58
Vegetable,Sandy,8.3,2.16,157.49,46.94,118.52,1.17,85.74,25.35,52.34,1.89,2.95,Low,Initial,NK,OF,159.45,Foliar,Normal,Sprinkler,60.27,57.52,36.07,28.76,17.26,11.5
Citrus,Sandy,7.38,1.97,150.57,41.65,88.75,1.36,73.48,39.06,57.66,1.22,4.54,Low,Late,Urea,CF,99.23,Foliar,Normal,Flood,35.99,53.89,54.31,26.94,16.17,10.78
Corn,Loamy,7.24,1.14,129.9,45.18,234.37,1.38,27.39,36.7,61.25,3.01,3.43,Low,Initial,NPK,OF,90.34,Broadcast,Normal,Drip,12.77,37.66,41.69,18.83,11.3,7.53
Wheat,Clay,7.46,1.51,252.98,16.89,182.79,1.18,101.97,39.65,43.81,3.22,4.98,High,Late,NPK,CF,185.47,Broadcast,Controlled_Release,Drip,72.03,73.08,39.4,36.54,21.92,14.62
Wheat,Sandy,7.86,2.33,154.01,75.44,304.31,1.45,110.66,25.5,82.16,0.68,4.56,Medium,Late,PK,OF,115.76,Drip,Biochar,Drip,46.98,54.17,46.8,27.08,16.25,10.83
Rice,Loamy,8.2,0.77,211.12,27.53,187.38,1.16,75.71,35.08,92.9,5.65,7.01,Low,Late,NK,OF,121.44,Foliar,Controlled_Release,Drip,32.15,56.73,46.71,28.36,17.02,11.35
Rice,Sandy,6.3,1.49,258.12,49.91,244.46,1.41,107.8,18.89,84.76,5.16,7.48,Medium,Mid,PK,CF,109.65,Foliar,Biochar,Sprinkler,26.81,59.42,54.19,29.71,17.83,11.88
Rice,Sandy,6.1,1.21,263.43,12.48,337.23,1.42,22.18,39.93,77.06,3.92,6.12,Medium,Late,NK,OF,163.64,Broadcast,Normal,Flood,12.07,54.46,33.28,27.23,16.34,10.89
Wheat,Clay,5.6,1.85,264.25,30.7,234.62,1.5,58.04,38.01,91.92,5.52,2.84,Medium,Late,NK,CF,87.49,Broadcast,Biochar,Drip,15.38,43.54,49.77,21.77,13.06,8.71
Corn,Sandy,6.61,1.77,173.66,58.21,203.08,1.54,15.55,38.57,63.95,4.55,2.9,Medium,Late,NK,OF,107.33,Drip,Biochar,Flood,22.5,37.63,35.06,18.82,11.29,7.53
Wheat,Loamy,8.04,1.62,215.33,42.02,96.25,1.44,90.03,16.07,89.79,1,4.01,Low,Mid,NK,CF,193.49,Broadcast,Biochar,Flood,27.05,71.47,36.94,35.74,21.44,14.29
Wheat,Clay,5.71,1.06,128.67,61.11,245.78,1.41,51.11,25.5,85.54,1.56,7.11,High,Initial,Urea,OF,194.61,Drip,Controlled_Release,Sprinkler,50.28,66.21,34.02,33.1,19.86,13.24
Wheat,Loamy,7.12,0.82,265.46,20.88,84.69,1.44,109.1,31.18,74.2,1.42,7.03,Low,Initial,PK,OF,133.5,Foliar,Normal,Flood,38.22,67.2,50.34,33.6,20.16,13.44
Wheat,Loamy,7.58,2.07,103.33,79.16,86.71,1.36,110.31,37.7,87.36,0.86,4.38,Low,Initial,Urea,CF,77.88,Broadcast,Normal,Flood,18.22,50.24,64.51,25.12,15.07,10.05
Corn,Loamy,8.01,2.48,246.93,41.2,207.91,1.41,63.22,24.82,49.01,1.1,3.8,High,Late,PK,CF,69.96,Drip,Normal,Drip,33.22,43.21,61.76,21.6,12.96,8.64
Rice,Clay,7.25,0.84,167.45,47.72,231.79,1.55,12.15,32.67,52.38,5.35,4.58,Medium,Initial,Urea,CF,179.09,Drip,Normal,Flood,21.19,55.38,30.92,27.69,16.61,11.08
Vegetable,Sandy,6.06,0.65,124.7,28.03,311.28,1.45,41.98,25.85,56.57,4.43,5.71,Medium,Mid,NK,CF,135.86,Broadcast,Controlled_Release,Sprinkler,18.43,51,37.54,25.5,15.3,10.2
Rice,Loamy,8.39,1.99,144.91,33.74,209.78,1.25,108.41,35.49,57.56,5.87,7.94,Low,Late,NPK,CF,101.91,Broadcast,Normal,Flood,29.71,57.79,56.71,28.9,17.34,11.56
Rice,Sandy,5.78,1.19,197.07,55.82,267.5,1.46,63.85,15.47,40.11,3.84,6.97,High,Initial,Urea,OF,190.96,Broadcast,Biochar,Flood,31.35,63.7,33.36,31.85,19.11,12.74
Vegetable,Sandy,7.81,0.93,282.5,33.92,371.94,1.15,15.23,25.75,57.8,2.28,7.39,Medium,Late,Urea,CF,87.59,Broadcast,Controlled_Release,Drip,49.51,38.07,43.46,19.04,11.42,7.61
Wheat,Loamy,5.76,1.55,74.39,60.3,379.01,1.33,8.24,35.93,92.83,2.25,5.77,Medium,Initial,NK,CF,76.06,Drip,Biochar,Sprinkler,41.53,30.17,39.67,15.08,9.05,6.03
Corn,Sandy,5.93,1.85,279.87,30.01,142.37,1.3,112.8,25.79,52.62,4.29,6.97,Medium,Late,PK,CF,134.98,Drip,Biochar,Flood,28.51,62.46,46.27,31.23,18.74,12.49
Corn,Clay,8.19,0.93,253.93,63.58,209.65,1.27,89.31,17.52,45.29,1.35,5.13,Low,Late,PK,CF,72.32,Foliar,Controlled_Release,Flood,40.9,45.24,62.56,22.62,13.57,9.05
Rice,Clay,7.76,2.49,196.83,57.25,235.9,1.41,71.03,28.9,54.51,2.36,6.05,High,Late,NK,CF,180.62,Broadcast,Normal,Drip,39.61,67.33,37.28,33.66,20.2,13.47
Vegetable,Sandy,6.6,1.16,82.59,24.85,206.44,1.18,5.9,24.69,58.67,4.03,2.35,Low,Late,NK,OF,166.25,Drip,Controlled_Release,Flood,54.97,48.83,29.37,24.42,14.65,9.77
Citrus,Sandy,7.42,1.13,253.11,13.5,387.18,1.57,79.99,22.74,48.64,5.72,6.56,Medium,Mid,Urea,OF,97.44,Foliar,Biochar,Flood,27.45,48.64,49.92,24.32,14.59,9.73
Wheat,Clay,6.87,1.35,222.66,75.11,151.62,1.23,112.23,36.53,86.52,4.27,4.56,Medium,Initial,PK,CF,72.11,Broadcast,Normal,Drip,11.66,54.33,75.34,27.16,16.3,10.87
Rice,Sandy,5.7,1.99,174.33,26.46,231.74,1.45,46.3,26.03,41.3,2.94,2.05,Low,Late,NPK,CF,91.4,Drip,Biochar,Sprinkler,50.46,39.59,43.32,19.8,11.88,7.92
Corn,Sandy,7.66,2.25,271.47,50.4,94,1.32,92.66,19.94,49.65,1.57,4.92,Low,Mid,NK,OF,101.85,Broadcast,Normal,Sprinkler,47.21,50.13,49.22,25.06,15.04,10.03
Vegetable,Sandy,7.79,1.15,216.11,30.85,270.45,1.2,90.21,17.57,86.59,5.9,5.04,Medium,Late,NPK,CF,108.35,Drip,Biochar,Flood,47.91,58.86,54.32,29.43,17.66,11.77
Vegetable,Sandy,8.15,0.74,122.16,56.07,164.86,1.31,94.56,38.24,47.47,2.26,6.89,Medium,Late,NK,CF,80.05,Drip,Normal,Drip,51.19,58.16,72.65,29.08,17.45,11.63
Rice,Loamy,7.12,1.01,60.9,59.09,331.94,1.28,47.94,32.72,90.16,3.58,2.45,High,Initial,Urea,CF,67.52,Foliar,Controlled_Release,Drip,11.1,45.56,67.48,22.78,13.67,9.11
Citrus,Sandy,7.52,0.67,239.83,15.2,95.63,1.49,77.37,17.95,69.31,2.46,6.33,High,Initial,PK,OF,70.87,Foliar,Normal,Flood,78.81,49.29,69.55,24.64,14.79,9.86
Corn,Clay,6.81,1.76,113.87,13.5,357.93,1.43,10.12,16.78,56.72,1.37,4.97,High,Late,NK,OF,98.96,Foliar,Normal,Drip,23.96,34.58,34.94,17.29,10.37,6.92
Rice,Loamy,6.46,1.98,120.13,79.35,200.53,1.52,28.11,28.54,46.3,4.11,7.06,Low,Mid,PK,CF,183.05,Broadcast,Normal,Flood,10.87,54.57,29.81,27.28,16.37,10.91
Citrus,Loamy,6.74,1.36,162.43,63.76,192.56,1.12,38.56,23.72,83.75,5.61,4.33,High,Initial,Urea,OF,121.35,Drip,Controlled_Release,Sprinkler,64.73,49.5,40.79,24.75,14.85,9.9
Vegetable,Clay,8.24,2.41,237.49,28.31,317.2,1.52,95.36,30.32,51.09,1.85,2.38,Medium,Initial,NPK,CF,92.88,Drip,Normal,Sprinkler,41.14,49.7,53.51,24.85,14.91,9.94
Wheat,Sandy,5.99,1.96,281.08,44.4,155.77,1.31,80.55,30.94,76.68,3.13,7,High,Late,PK,OF,125.99,Foliar,Biochar,Drip,20.61,56.36,44.73,28.18,16.91,11.27
Corn,Loamy,6.25,1.26,104.07,77.06,350.11,1.23,50.99,23.35,58.19,4.86,3.55,Low,Mid,Urea,CF,73.97,Broadcast,Normal,Flood,68.5,38.09,51.49,19.05,11.43,7.62
Corn,Loamy,7.32,0.7,270.5,48.07,147.08,1.2,48.07,26.57,64.65,1.05,7.27,Low,Late,Urea,OF,108.19,Foliar,Normal,Sprinkler,58.17,47.68,44.07,23.84,14.3,9.54
Citrus,Sandy,5.85,1.49,201.09,39.35,306.04,1.27,53.8,37.08,82,4.69,3.16,Medium,Late,Urea,CF,195.7,Foliar,Normal,Drip,65.99,69.22,35.37,34.61,20.77,13.84
Rice,Sandy,8.18,1.51,263.89,12.63,69.55,1.27,64.87,34.92,56.41,4.63,3.36,High,Late,PK,CF,78.12,Drip,Normal,Drip,12.81,47.28,60.52,23.64,14.18,9.46
Vegetable,Clay,5.64,1.6,262.05,50.93,295.34,1.17,65.97,32.02,51.7,4.34,5.78,Low,Initial,Urea,CF,75.5,Broadcast,Normal,Flood,19.9,42.37,56.12,21.18,12.71,8.47
Citrus,Loamy,7.77,1.86,148.1,71.72,141.92,1.4,59,36.45,43.41,4.11,7.19,High,Late,Urea,CF,101.68,Broadcast,Biochar,Flood,47.74,48.87,48.06,24.44,14.66,9.77
Wheat,Sandy,6.62,1.03,219.53,48,304.46,1.14,71.38,33.42,90.52,0.54,7.74,High,Initial,PK,CF,109.49,Broadcast,Controlled_Release,Sprinkler,79.02,55.06,50.29,27.53,16.52,11.01
Wheat,Sandy,5.65,0.5,286.65,64.72,339.4,1.35,27.66,32.94,86.29,5.02,5.31,Low,Mid,NPK,CF,155.55,Broadcast,Controlled_Release,Drip,46.15,54.22,34.86,27.11,16.27,10.84
Wheat,Clay,8.03,2.13,218.1,72.02,109.66,1.3,69.39,26.17,72.86,3.08,3.85,Medium,Initial,PK,OF,68.9,Foliar,Biochar,Sprinkler,26.86,35.05,50.87,17.52,10.51,7.01
Citrus,Loamy,7.42,2.15,164.54,38.51,108.46,1.51,117.52,25.11,43.23,4.85,5.07,Medium,Mid,Urea,CF,130.65,Foliar,Controlled_Release,Sprinkler,14.13,62.78,48.05,31.39,18.83,12.56
Vegetable,Sandy,5.53,2.32,142.99,38.81,310.77,1.21,44.56,21.18,61.33,0.92,5.7,Medium,Mid,Urea,OF,156.13,Broadcast,Normal,Drip,28.27,50.48,32.33,25.24,15.14,10.1
Corn,Clay,6.3,2.44,85.83,74.5,109.47,1.38,8.74,38.15,60.86,1.71,5.17,Low,Initial,NK,OF,109.67,Broadcast,Biochar,Sprinkler,29.82,29.5,26.9,14.75,8.85,5.9
Rice,Loamy,6.56,0.82,299.7,33.84,56.84,1.16,104.26,30,67.91,3.36,7.8,Medium,Initial,NK,CF,92.98,Foliar,Biochar,Flood,56.5,57.32,61.65,28.66,17.2,11.46
Corn,Loamy,6.47,1.21,214.45,56.31,71.57,1.46,83.99,33.08,58.44,1.84,6.23,Low,Initial,NPK,CF,171.01,Foliar,Normal,Flood,39.63,63.36,37.05,31.68,19.01,12.67
Vegetable,Loamy,7,2.2,119.14,53.39,59.13,1.26,108.44,16.35,44.95,3.23,7.89,Low,Late,Urea,OF,141.41,Broadcast,Normal,Drip,59.63,57.47,40.64,28.74,17.24,11.49
Corn,Loamy,7.08,2.37,68.61,43.96,367.61,1.58,103.14,36.53,65.36,2.66,2.71,Medium,Initial,NPK,CF,92.01,Broadcast,Biochar,Drip,39.1,50.99,55.42,25.5,15.3,10.2
Citrus,Clay,6.69,0.53,238.48,54.94,352.79,1.55,98.76,20.05,43.34,1.22,6.56,Medium,Late,NPK,CF,76.64,Foliar,Controlled_Release,Flood,36.28,56.21,73.34,28.1,16.86,11.24
Wheat,Sandy,6.5,1.28,263.77,59.22,244.39,1.34,1.23,31.68,59.55,0.83,4.69,Medium,Initial,Urea,CF,151.84,Foliar,Biochar,Drip,33.61,42.36,27.9,21.18,12.71,8.47
Vegetable,Loamy,7.01,0.73,156.95,74.74,229.32,1.49,99.57,19.2,84.93,2.77,4.2,Medium,Late,NPK,OF,142.44,Broadcast,Controlled_Release,Sprinkler,46.45,64.13,45.02,32.06,19.24,12.83
Vegetable,Loamy,5.6,2.08,289.02,66.05,135.36,1.14,26.82,17.18,90.56,2.4,4.08,Medium,Initial,PK,OF,106.43,Broadcast,Biochar,Sprinkler,71.1,35.23,33.1,17.61,10.57,7.05
Corn,Sandy,7.44,1.99,132.12,35.06,224.77,1.49,10.57,21.1,61.88,3.12,5.2,Low,Mid,Urea,OF,145.64,Foliar,Biochar,Drip,53.88,38.84,26.67,19.42,11.65,7.77
Citrus,Loamy,7.32,2.01,239.02,40.25,375.94,1.32,28.16,23.8,56.58,2.2,6.2,Low,Initial,NPK,CF,84.5,Drip,Controlled_Release,Drip,55.49,35.45,41.95,17.73,10.64,7.09
Corn,Loamy,6.34,1.28,115.75,73.26,249.57,1.15,101.32,16.95,67.65,4.18,4.18,High,Late,NPK,OF,157.38,Broadcast,Normal,Sprinkler,53.33,66.13,42.02,33.06,19.84,13.23
Corn,Sandy,6.04,1.31,133.98,28.96,69.89,1.24,100.54,21.93,55.77,5.28,5.24,High,Mid,NPK,OF,181.95,Broadcast,Normal,Sprinkler,75.53,71.9,39.52,35.95,21.57,14.38
Vegetable,Sandy,5.72,1.02,201.35,32.74,62.95,1.25,48.01,29.71,46.84,4.19,4.45,Low,Mid,Urea,OF,172.53,Drip,Normal,Sprinkler,50.65,57.9,33.56,28.95,17.37,11.58
Corn,Loamy,7.26,1.22,59.17,58.24,354.98,1.46,74.06,26.82,94.15,5.64,5.6,High,Late,NK,CF,102.46,Drip,Normal,Drip,28.45,55.16,53.84,27.58,16.55,11.03
Wheat,Sandy,7.21,2.47,102.7,17.75,125.94,1.49,80.88,33.16,53.76,3.89,3.18,Low,Late,NPK,CF,85.29,Broadcast,Biochar,Flood,62.29,48.29,56.62,24.14,14.49,9.66
Corn,Clay,7.1,0.59,94.09,65.1,51.67,1.37,76.06,29.73,60.34,1.11,3.2,Low,Mid,PK,OF,117.73,Drip,Normal,Drip,19.18,57.64,48.96,28.82,17.29,11.53
Wheat,Clay,8.46,1.15,132,76.39,310.32,1.27,70.62,35.34,58.04,1.7,6.62,Low,Late,PK,CF,95.94,Foliar,Controlled_Release,Drip,61.82,49.63,51.73,24.82,14.89,9.93
Vegetable,Loamy,7.09,2.08,244.37,55.02,336.75,1.3,100.17,31.01,40.62,5.1,2.48,Medium,Initial,NPK,OF,99.1,Broadcast,Controlled_Release,Flood,30.02,54.24,54.73,27.12,16.27,10.85
Citrus,Loamy,7.67,1.26,276.9,15.06,150.21,1.41,43.46,17.91,73.88,2.68,6.81,High,Initial,PK,CF,76.98,Broadcast,Controlled_Release,Drip,54.57,40.08,52.07,20.04,12.02,8.02
Wheat,Sandy,5.84,2.4,53.17,26.7,341.08,1.42,41.43,32.6,67.45,2.07,3.53,High,Late,PK,OF,188.4,Drip,Controlled_Release,Sprinkler,54.57,54.79,29.08,27.4,16.44,10.96
Citrus,Sandy,6.4,1.16,114.31,16.83,331.56,1.19,42.27,23.15,90.95,1.53,4.34,High,Late,PK,OF,172.16,Foliar,Biochar,Drip,62.41,57.28,33.27,28.64,17.18,11.46
Citrus,Loamy,6.33,2.2,56.35,31.64,220.38,1.35,31.39,15.64,76.23,3.31,5.3,Low,Mid,NPK,CF,170.53,Foliar,Normal,Drip,33.67,50.14,29.4,25.07,15.04,10.03
Wheat,Loamy,7.23,2.13,265.31,75.77,378.49,1.38,110.21,15.19,60.74,5.34,7.75,High,Initial,NPK,OF,158.13,Foliar,Normal,Drip,65.54,62.48,39.51,31.24,18.74,12.5
Vegetable,Clay,6.49,0.52,99.68,35.14,345.63,1.47,25.39,20.59,58.87,4.83,6.77,High,Mid,NPK,OF,122.86,Foliar,Normal,Flood,65.13,46.9,38.17,23.45,14.07,9.38
Rice,Sandy,7.42,1.31,242.67,22.91,60.34,1.33,85.85,19.76,45.13,0.52,4.61,Medium,Late,PK,CF,76.02,Drip,Biochar,Drip,38.25,49.01,64.47,24.5,14.7,9.8
Citrus,Loamy,7.57,1.06,58.33,56.31,364.92,1.57,82.74,24.83,62.56,3.32,5.71,Medium,Late,Urea,OF,69.49,Foliar,Controlled_Release,Drip,44.73,47.38,68.18,23.69,14.21,9.48
Citrus,Loamy,5.6,1.46,149.6,72.98,239.41,1.43,90.12,38.11,91.56,3.75,7.98,High,Late,NPK,CF,67.22,Drip,Controlled_Release,Sprinkler,63.06,50.28,74.8,25.14,15.08,10.06
Vegetable,Sandy,7.42,1.43,139.66,12.41,214.04,1.46,78.96,29.36,65.4,3.4,4.82,High,Late,Urea,CF,176.2,Drip,Biochar,Drip,34.15,66.48,37.73,33.24,19.94,13.3
Vegetable,Sandy,5.85,2.31,132.33,56.79,385.06,1.39,7.35,15.26,79.04,5.31,2.17,Low,Late,NK,OF,119,Drip,Controlled_Release,Drip,73.06,32.92,27.66,16.46,9.88,6.58
Corn,Loamy,6.9,0.87,192.54,30.24,149.68,1.52,26.33,36.96,66.68,4.37,2.32,Low,Late,Urea,CF,116.42,Foliar,Normal,Flood,54.76,46.49,39.93,23.24,13.95,9.3
Vegetable,Loamy,7.68,0.86,147.83,36.18,203.61,1.28,114.79,16.22,65.11,5.62,5.47,High,Initial,Urea,OF,76.62,Broadcast,Biochar,Flood,34.21,50.77,66.26,25.38,15.23,10.15
Citrus,Loamy,7.61,0.72,150.81,26.61,114.27,1.12,24.82,38.84,50.87,4.14,3.59,Medium,Initial,NK,OF,108.24,Foliar,Biochar,Drip,17.52,43.61,40.29,21.8,13.08,8.72
Wheat,Sandy,6.4,1.98,97.3,73.43,355.17,1.16,40.1,37.86,40.66,5.15,3.87,Medium,Mid,Urea,OF,187.96,Drip,Normal,Flood,55.51,57.34,30.51,28.67,17.2,11.47
Rice,Loamy,6.32,2.34,153.63,72.02,73.69,1.31,114.43,25.99,54.87,1.68,7.28,High,Late,NK,OF,177.69,Foliar,Controlled_Release,Sprinkler,59.38,69.39,39.05,34.7,20.82,13.88
Corn,Loamy,6.82,1.24,235.27,52.34,55.45,1.3,111.24,29.01,83.21,0.67,5.02,High,Initial,NPK,OF,68.82,Broadcast,Controlled_Release,Flood,21.06,56.01,81.39,28,16.8,11.2
Wheat,Loamy,6.07,0.62,130.77,11.13,103.12,1.32,32.96,24.9,45.84,4.85,2.95,High,Initial,PK,OF,199.97,Foliar,Biochar,Sprinkler,58.79,62.96,31.48,31.48,18.89,12.59
Rice,Clay,8.42,0.81,264.27,76.26,271.67,1.37,65.46,17.25,94.69,2.76,2.89,High,Late,PK,CF,191.63,Foliar,Biochar,Sprinkler,10.43,68.24,35.61,34.12,20.47,13.65
Rice,Clay,6.53,0.7,91.53,42.72,91.11,1.3,23.04,15.36,79.19,2.12,6.59,Medium,Initial,PK,CF,172.36,Drip,Normal,Sprinkler,41.43,55.6,32.26,27.8,16.68,11.12
Rice,Sandy,8.27,1.68,261.66,44.23,372.23,1.12,67.33,26.82,46.74,0.67,4.16,Low,Mid,NPK,OF,187.99,Foliar,Normal,Sprinkler,45.43,63.12,33.58,31.56,18.94,12.62
Wheat,Loamy,8.22,1.06,203.94,64.11,287.46,1.5,24.46,38.15,69.54,4.42,5.59,Medium,Initial,PK,CF,102.83,Broadcast,Biochar,Sprinkler,65.36,42.84,41.66,21.42,12.85,8.57
Corn,Loamy,6.59,2.29,155.94,52.96,289.01,1.57,75.58,16.37,91.92,3.41,6.34,Low,Initial,Urea,CF,125.12,Broadcast,Normal,Sprinkler,76.45,48.88,39.07,24.44,14.66,9.78
Corn,Sandy,6.26,0.82,58.81,18.5,390.41,1.39,13.33,33.29,46.46,4.04,4.71,Medium,Mid,Urea,CF,151.71,Drip,Normal,Flood,54.79,55.16,36.36,27.58,16.55,11.03
Rice,Sandy,7.81,2.36,81.64,17.38,70.1,1.33,43.52,18.52,40.23,1.13,4.18,High,Late,Urea,CF,126.96,Broadcast,Normal,Sprinkler,62.94,47.11,37.11,23.56,14.13,9.42
Wheat,Sandy,6.19,1.17,153.56,27.65,278.51,1.16,93.26,33.23,47.81,5.82,2.2,Low,Late,NPK,OF,63.73,Broadcast,Controlled_Release,Flood,76.97,49.06,76.98,24.53,14.72,9.81
Rice,Loamy,7.06,2.23,269.48,14.94,364.69,1.56,59.78,26.34,59.23,4.2,6.27,Medium,Initial,PK,OF,126.41,Foliar,Controlled_Release,Sprinkler,16.71,45.95,36.35,22.98,13.78,9.19
Vegetable,Clay,5.83,2.4,289.21,68.31,265.88,1.28,114.24,26.05,55.17,2.97,2.82,Low,Initial,NPK,OF,165.94,Broadcast,Controlled_Release,Flood,44.52,63.02,37.98,31.51,18.91,12.6
Corn,Sandy,6.66,2.47,282.42,12.76,211.07,1.49,46.33,35.14,51.28,3.55,7.14,Medium,Late,NK,CF,118.9,Foliar,Biochar,Flood,79.47,47.82,40.22,23.91,14.35,9.56
Citrus,Loamy,5.73,2.11,118.52,76.22,58.06,1.2,108.06,19.4,94.76,2.49,7,Low,Late,NPK,OF,197.05,Broadcast,Controlled_Release,Flood,21.24,70.02,35.53,35.01,21.01,14
Rice,Sandy,6.35,0.7,114.13,17.78,109.92,1.55,93.88,26.39,75.46,1,4.67,High,Late,NPK,OF,157.34,Broadcast,Biochar,Sprinkler,15,67.63,42.98,33.82,20.29,13.53
Vegetable,Loamy,7.5,0.61,234.88,70.03,372.29,1.46,90.76,16.98,49.94,2.54,2.55,Medium,Initial,Urea,OF,60.28,Drip,Normal,Sprinkler,26.72,47.23,78.35,23.62,14.17,9.45
